hour,day,month,weekday,is_holiday,temp,price_uzs,demand_kwh,prev_demand_kwh,produce
6,30,6,4,0,34.3,368.7,102.6,69.1,1
7,30,6,4,0,31.9,397.2,94.2,98.5,1
8,30,6,4,0,30.3,406.2,99.9,93.5,1
9,30,6,4,0,32.5,525.8,122.9,102.1,1
10,30,6,4,0,29.6,522.6,120.0,113.5,1
11,30,6,4,0,31.4,500.5,120.2,116.3,1
12,30,6,4,0,28.1,684.8,137.1,115.4,0
13,30,6,4,0,26.3,660.4,130.4,136.2,0
14,30,6,4,0,29.9,674.2,130.6,126.3,0
15,30,6,4,0,28.8,682.3,138.3,125.3,0
16,30,6,4,0,30.7,673.8,136.1,130.0,0
17,30,6,4,0,30.1,675.6,131.5,132.8,0
18,30,6,4,0,30.0,671.8,137.4,131.5,0
19,30,6,4,0,32.8,570.4,123.5,138.6,0
20,30,6,4,0,32.1,550.2,118.0,122.9,0
21,30,6,4,0,33.2,568.1,126.8,122.8,0
22,30,6,4,0,33.0,561.5,123.9,120.7,0
23,30,6,4,0,35.4,336.9,96.1,130.3,1
0,1,7,5,0,37.9,300,72.8,83.1,1
1,1,7,5,0,39.0,300,78.9,81.7,1
2,1,7,5,0,39.9,300,74.7,71.6,1
3,1,7,5,0,37.4,300,71.7,71.5,1
4,1,7,5,0,36.1,300,69.4,65.2,1
5,1,7,5,0,39.0,300,74.6,81.1,1
6,1,7,5,0,37.5,329.3,94.7,73.8,1
7,1,7,5,0,37.7,353.2,93.5,93.5,1
8,1,7,5,0,32.8,313.4,92.1,91.3,1
9,1,7,5,0,34.1,443.7,106.3,97.5,0
10,1,7,5,0,33.4,407.5,100.8,100.9,1
11,1,7,5,0,30.7,438.6,102.6,107.1,1
12,1,7,5,0,32.5,543.9,113.0,104.3,0
13,1,7,5,0,31.1,578.9,113.5,117.7,0
14,1,7,5,0,32.0,573.5,119.1,116.3,0
15,1,7,5,0,28.9,562.3,120.1,118.0,0
16,1,7,5,0,33.1,582.3,121.0,110.7,0
17,1,7,5,0,33.4,549.2,120.9,121.6,0
18,1,7,5,0,34.4,557.7,120.4,123.9,0
19,1,7,5,0,35.9,475.9,107.7,121.5,1
20,1,7,5,0,34.1,453.8,109.0,117.3,1
21,1,7,5,0,34.2,464.7,108.3,106.4,1
22,1,7,5,0,35.0,463.2,115.3,111.5,0
23,1,7,5,0,36.3,300,82.9,114.2,1
0,2,7,6,0,38.2,300,70.8,79.2,1
1,2,7,6,0,39.3,300,65.6,76.2,1
2,2,7,6,0,39.5,300,74.7,72.8,1
3,2,7,6,0,36.8,300,68.9,75.0,0
4,2,7,6,0,39.6,300,76.1,74.3,0
5,2,7,6,0,36.6,300,68.1,71.8,1
6,2,7,6,0,37.1,355.8,92.9,75.8,1
7,2,7,6,0,35.6,317.0,94.4,96.2,0
8,2,7,6,0,32.5,345.1,97.7,94.3,1
9,2,7,6,0,33.4,441.5,107.5,86.1,1
10,2,7,6,0,32.6,417.1,103.2,104.0,1
11,2,7,6,0,31.8,421.0,105.5,95.4,1
12,2,7,6,0,29.5,554.3,114.8,105.9,0
13,2,7,6,0,30.7,559.3,116.3,120.3,1
14,2,7,6,0,32.3,548.7,124.1,122.7,0
15,2,7,6,0,33.2,578.2,114.6,112.0,0
16,2,7,6,0,29.9,543.5,114.4,117.2,0
17,2,7,6,0,31.9,560.6,120.4,118.9,0
18,2,7,6,0,33.4,593.5,118.5,113.1,0
19,2,7,6,0,32.8,470.4,115.9,114.2,1
20,2,7,6,0,33.6,488.8,109.4,108.7,1
21,2,7,6,0,38.1,453.2,116.9,106.6,1
22,2,7,6,0,37.6,465.8,109.9,109.9,1
23,2,7,6,0,39.0,300,86.8,110.9,1
0,3,7,0,0,38.8,300,80.9,95.7,1
1,3,7,0,0,38.2,300,77.0,79.4,1
2,3,7,0,0,38.0,300,79.7,78.6,1
3,3,7,0,0,40.3,300,82.8,82.7,1
4,3,7,0,0,39.2,300,78.2,72.5,1
5,3,7,0,0,38.8,300,77.3,80.3,1
6,3,7,0,0,38.4,416.1,109.1,72.0,1
7,3,7,0,0,35.3,422.0,114.7,99.5,0
8,3,7,0,0,34.7,388.0,101.1,99.2,1
9,3,7,0,0,34.9,549.4,114.7,106.0,0
10,3,7,0,0,32.8,509.2,124.2,121.9,1
11,3,7,0,0,31.3,519.1,118.6,112.9,0
12,3,7,0,0,30.9,666.6,133.1,113.3,0
13,3,7,0,0,31.0,700.6,136.6,132.4,0
14,3,7,0,0,32.3,689.2,133.5,133.6,0
15,3,7,0,0,30.5,682.3,131.2,134.6,0
16,3,7,0,0,30.8,670.0,130.0,133.5,0
17,3,7,0,0,32.5,679.2,131.4,135.2,0
18,3,7,0,0,31.6,676.7,141.7,146.2,0
19,3,7,0,0,33.9,595.0,122.7,136.1,0
20,3,7,0,0,36.1,558.2,131.1,126.2,0
21,3,7,0,0,35.3,570.2,136.3,130.3,0
22,3,7,0,0,38.1,577.3,127.1,125.8,0
23,3,7,0,0,37.2,363.8,93.3,127.7,1
0,4,7,1,0,37.7,300,78.9,93.3,1
1,4,7,1,0,39.0,300,79.7,84.3,1
2,4,7,1,0,39.8,300,76.6,79.1,1
3,4,7,1,0,41.6,300,81.8,75.9,0
4,4,7,1,0,37.1,300,74.0,81.2,1
5,4,7,1,0,38.6,300,78.0,81.7,1
6,4,7,1,0,39.2,421.3,106.7,83.2,1
7,4,7,1,0,36.3,408.4,104.2,102.5,1
8,4,7,1,0,36.6,424.8,96.1,103.3,0
9,4,7,1,0,34.7,532.4,123.6,103.6,0
10,4,7,1,0,32.8,516.4,128.4,123.9,0
11,4,7,1,0,29.8,511.6,113.4,112.4,0
12,4,7,1,0,28.9,663.6,124.6,124.0,0
13,4,7,1,0,32.5,650.9,139.7,131.0,0
14,4,7,1,0,29.4,685.3,135.1,126.7,0
15,4,7,1,0,31.7,681.3,136.1,127.5,0
16,4,7,1,0,29.5,675.5,133.5,132.1,0
17,4,7,1,0,31.5,660.6,127.9,129.1,0
18,4,7,1,0,31.0,673.8,137.4,128.1,0
19,4,7,1,0,34.4,557.9,124.4,135.1,0
20,4,7,1,0,35.4,560.8,129.1,131.0,1
21,4,7,1,0,37.5,581.1,119.6,128.2,0
22,4,7,1,0,36.3,573.3,124.9,131.1,0
23,4,7,1,0,37.3,322.6,94.9,130.3,1
0,5,7,2,0,39.1,300,84.6,94.9,1
1,5,7,2,0,41.0,300,84.8,87.3,1
2,5,7,2,0,39.0,300,89.0,81.4,1
3,5,7,2,0,38.8,300,81.7,77.5,1
4,5,7,2,0,37.7,300,78.6,77.2,1
5,5,7,2,0,38.9,300,81.5,81.5,1
6,5,7,2,0,38.9,405.3,109.0,80.9,0
7,5,7,2,0,35.7,410.5,107.7,106.0,1
8,5,7,2,0,36.8,392.8,101.3,96.6,1
9,5,7,2,0,34.3,544.6,123.9,103.8,0
10,5,7,2,0,33.1,498.3,117.6,115.7,0
11,5,7,2,0,31.0,483.5,115.6,118.4,1
12,5,7,2,0,31.4,707.1,130.0,117.4,0
13,5,7,2,0,30.9,696.5,137.6,133.8,0
14,5,7,2,0,33.0,676.1,141.4,138.9,0
15,5,7,2,0,30.7,687.0,132.2,133.2,0
16,5,7,2,0,33.1,671.0,140.9,125.7,0
17,5,7,2,0,30.1,683.9,132.3,132.1,0
18,5,7,2,0,33.3,687.2,135.8,136.4,0
19,5,7,2,0,33.5,555.1,122.4,129.2,0
20,5,7,2,0,34.3,536.7,119.6,126.1,1
21,5,7,2,0,36.0,578.1,128.3,128.9,0
22,5,7,2,0,38.1,556.0,123.8,124.1,1
23,5,7,2,0,37.7,342.5,94.8,127.2,1
0,6,7,3,0,37.8,300,81.3,92.1,1
1,6,7,3,0,38.8,300,86.6,79.5,1
2,6,7,3,0,40.7,300,82.0,82.3,1
3,6,7,3,0,38.8,300,82.7,79.7,0
4,6,7,3,0,38.3,300,77.5,77.1,0
5,6,7,3,0,37.2,300,78.1,81.0,1
6,6,7,3,0,38.4,410.5,107.9,76.1,1
7,6,7,3,0,36.3,419.1,101.8,108.2,1
8,6,7,3,0,36.2,403.1,104.9,101.8,1
9,6,7,3,0,35.4,513.9,123.3,99.6,0
10,6,7,3,0,32.0,506.5,120.8,120.6,0
11,6,7,3,0,31.4,528.0,120.3,116.7,0
12,6,7,3,0,32.2,673.6,127.1,121.8,0
13,6,7,3,0,30.9,661.9,129.9,130.4,0
14,6,7,3,0,32.0,697.3,137.7,133.1,0
15,6,7,3,0,30.3,658.1,131.0,135.6,0
16,6,7,3,0,30.0,696.2,132.2,136.9,0
17,6,7,3,0,31.7,676.0,131.4,134.1,0
18,6,7,3,0,33.7,688.7,138.7,133.1,0
19,6,7,3,0,34.0,568.2,124.1,142.3,0
20,6,7,3,0,33.7,575.8,122.1,130.4,0
21,6,7,3,0,36.8,572.3,124.4,130.9,0
22,6,7,3,0,37.3,545.8,125.2,127.7,1
23,6,7,3,0,37.9,354.4,96.3,130.0,0
0,7,7,4,0,35.2,300,77.3,92.8,1
1,7,7,4,0,37.6,300,83.2,77.1,1
2,7,7,4,0,39.2,300,82.4,79.0,1
3,7,7,4,0,39.4,300,80.0,83.7,1
4,7,7,4,0,39.3,300,78.8,81.8,0
5,7,7,4,0,38.5,300,80.6,78.4,1
6,7,7,4,0,36.8,424.1,114.8,79.1,1
7,7,7,4,0,34.1,419.5,106.8,108.6,1
8,7,7,4,0,35.7,396.0,109.5,105.4,1
9,7,7,4,0,32.6,506.4,114.7,103.0,1
10,7,7,4,0,32.2,492.3,119.9,116.5,1
11,7,7,4,0,31.4,540.7,121.3,119.1,0
12,7,7,4,0,30.4,673.1,131.3,110.7,0
13,7,7,4,0,31.5,696.8,142.8,134.2,0
14,7,7,4,0,31.7,668.9,134.2,130.3,0
15,7,7,4,0,28.6,666.1,129.6,131.5,0
16,7,7,4,0,31.3,694.4,142.5,122.4,0
17,7,7,4,0,31.4,655.5,136.3,126.3,0
18,7,7,4,0,31.7,656.6,137.8,128.5,0
19,7,7,4,0,32.7,558.2,124.3,137.2,1
20,7,7,4,0,36.7,569.9,131.4,130.0,0
21,7,7,4,0,34.2,601.6,121.5,125.0,0
22,7,7,4,0,37.9,560.5,133.6,132.4,1
23,7,7,4,0,37.8,346.0,95.7,125.1,1
0,8,7,5,0,39.5,300,69.9,92.7,1
1,8,7,5,0,39.1,300,77.8,70.2,1
2,8,7,5,0,36.1,300,70.6,74.6,1
3,8,7,5,0,38.6,300,68.5,76.8,0
4,8,7,5,0,38.3,300,76.7,66.6,0
5,8,7,5,0,37.8,300,70.8,74.9,0
6,8,7,5,0,36.8,318.5,96.4,65.6,1
7,8,7,5,0,37.0,367.6,97.5,91.7,1
8,8,7,5,0,34.8,305.3,91.0,92.8,1
9,8,7,5,0,35.8,438.1,112.3,90.9,1
10,8,7,5,0,33.9,419.6,107.5,107.7,1
11,8,7,5,0,32.6,427.3,108.1,95.2,1
12,8,7,5,0,30.5,544.3,112.7,101.8,1
13,8,7,5,0,31.6,546.4,115.4,130.8,0
14,8,7,5,0,29.7,561.0,117.4,115.0,1
15,8,7,5,0,30.5,557.5,111.5,116.9,1
16,8,7,5,0,31.9,554.0,118.0,119.3,0
17,8,7,5,0,31.3,532.8,117.9,120.6,1
18,8,7,5,0,33.8,551.8,118.5,129.9,0
19,8,7,5,0,33.0,474.3,106.8,122.7,1
20,8,7,5,0,33.9,468.3,108.8,108.2,0
21,8,7,5,0,35.7,473.2,106.2,112.0,1
22,8,7,5,0,39.0,474.8,111.0,111.1,1
23,8,7,5,0,36.3,300,75.9,115.6,1
0,9,7,6,0,38.4,300,66.8,84.7,1
1,9,7,6,0,38.8,300,70.3,73.6,1
2,9,7,6,0,38.5,300,62.4,76.0,1
3,9,7,6,0,38.5,300,78.1,74.4,1
4,9,7,6,0,37.8,300,67.4,69.3,0
5,9,7,6,0,34.3,300,66.8,74.5,1
6,9,7,6,0,34.8,332.9,97.9,68.4,1
7,9,7,6,0,35.8,329.1,94.9,101.6,1
8,9,7,6,0,35.2,336.4,93.0,83.7,1
9,9,7,6,0,32.1,441.2,103.5,93.2,1
10,9,7,6,0,32.5,417.7,104.7,113.5,1
11,9,7,6,0,31.3,416.4,106.7,106.3,1
12,9,7,6,0,31.8,545.1,116.4,104.9,1
13,9,7,6,0,30.7,576.2,114.5,117.2,1
14,9,7,6,0,32.1,564.1,116.4,123.1,0
15,9,7,6,0,32.6,537.1,115.5,122.7,1
16,9,7,6,0,33.0,568.4,121.4,122.0,0
17,9,7,6,0,34.2,560.6,118.2,123.6,1
18,9,7,6,0,32.9,552.2,114.3,118.7,1
19,9,7,6,0,32.6,469.6,107.9,110.2,0
20,9,7,6,0,36.0,459.9,105.4,113.5,1
21,9,7,6,0,35.8,482.8,112.1,103.7,1
22,9,7,6,0,35.8,444.4,108.2,115.7,1
23,9,7,6,0,38.6,300,84.4,128.9,1
0,10,7,0,0,38.6,300,79.5,97.9,1
1,10,7,0,0,37.7,300,77.8,67.9,1
2,10,7,0,0,39.8,300,81.8,81.4,1
3,10,7,0,0,37.7,300.8,82.5,77.6,1
4,10,7,0,0,38.3,300,80.1,82.0,1
5,10,7,0,0,37.6,300,79.4,78.1,1
6,10,7,0,0,38.3,397.4,103.6,83.9,1
7,10,7,0,0,36.7,413.0,102.7,106.5,1
8,10,7,0,0,35.4,421.2,106.6,109.6,1
9,10,7,0,0,33.0,553.2,116.7,101.0,1
10,10,7,0,0,32.6,482.2,113.3,118.3,0
11,10,7,0,0,31.9,520.9,117.6,119.8,1
12,10,7,0,0,30.9,693.0,137.2,117.4,0
13,10,7,0,0,29.6,648.8,129.6,135.5,0
14,10,7,0,0,29.6,669.1,132.5,129.8,0
15,10,7,0,0,31.6,665.1,132.9,132.2,0
16,10,7,0,0,29.4,695.2,136.4,132.3,0
17,10,7,0,0,32.3,694.4,132.9,140.0,0
18,10,7,0,0,31.9,648.2,130.4,133.4,0
19,10,7,0,0,30.8,597.1,124.3,139.9,0
20,10,7,0,0,34.1,570.0,129.3,123.0,1
21,10,7,0,0,35.1,586.2,131.6,135.9,0
22,10,7,0,0,37.3,587.1,133.1,133.5,0
23,10,7,0,0,37.5,355.7,98.5,121.3,1
0,11,7,1,0,39.0,300,87.4,96.5,0
1,11,7,1,0,38.8,300,78.7,83.1,1
2,11,7,1,0,39.9,300,84.8,80.1,1
3,11,7,1,0,39.4,300,78.9,82.8,1
4,11,7,1,0,37.8,300,68.2,75.3,1
5,11,7,1,0,38.5,300,85.5,80.7,1
6,11,7,1,0,34.8,432.6,105.2,80.4,1
7,11,7,1,0,37.4,402.2,110.7,106.3,1
8,11,7,1,0,34.5,411.8,106.7,106.8,1
9,11,7,1,0,33.3,528.0,121.4,98.9,1
10,11,7,1,0,32.3,516.6,118.9,111.4,1
11,11,7,1,0,34.1,522.3,119.7,117.0,1
12,11,7,1,0,33.0,662.6,131.6,110.2,0
13,11,7,1,0,30.5,659.8,134.3,138.9,0
14,11,7,1,0,31.3,652.9,133.0,127.9,0
15,11,7,1,0,30.3,670.4,135.7,130.2,0
16,11,7,1,0,31.2,687.3,136.0,130.5,0
17,11,7,1,0,33.1,685.7,131.8,136.9,1
18,11,7,1,0,32.0,674.9,133.0,131.6,0
19,11,7,1,0,35.1,574.9,124.2,142.9,0
20,11,7,1,0,35.6,584.3,126.6,128.5,0
21,11,7,1,0,36.2,555.5,129.1,131.0,0
22,11,7,1,0,37.1,584.3,126.1,120.5,0
23,11,7,1,0,39.2,369.0,102.0,128.8,1
0,12,7,2,0,35.2,300,73.3,89.0,1
1,12,7,2,0,41.6,300,90.6,84.7,1
2,12,7,2,0,37.7,300,86.0,82.9,1
3,12,7,2,0,38.4,300,81.1,80.1,1
4,12,7,2,0,36.6,300,79.5,78.1,1
5,12,7,2,0,38.0,300,78.7,81.2,0
6,12,7,2,0,37.5,410.1,101.8,78.6,1
7,12,7,2,0,34.7,417.5,97.2,104.3,1
8,12,7,2,0,36.6,427.1,116.7,114.0,1
9,12,7,2,0,35.6,498.8,120.5,107.7,0
10,12,7,2,0,31.8,495.5,115.6,120.0,1
11,12,7,2,0,32.1,474.5,120.3,117.0,0
12,12,7,2,0,31.6,688.4,129.1,116.3,0
13,12,7,2,0,33.2,690.7,138.6,122.9,0
14,12,7,2,0,32.5,680.9,133.5,134.1,0
15,12,7,2,0,28.7,676.3,134.5,131.1,0
16,12,7,2,0,30.6,691.9,130.4,132.5,0
17,12,7,2,0,33.4,696.1,138.7,130.0,0
18,12,7,2,0,33.3,696.6,141.3,136.4,0
19,12,7,2,0,32.8,550.0,123.2,132.6,0
20,12,7,2,0,35.4,596.6,124.7,130.8,1
21,12,7,2,0,37.1,547.0,129.7,132.4,0
22,12,7,2,0,38.3,577.5,125.2,125.9,0
23,12,7,2,0,39.1,334.3,100.2,128.1,1
0,13,7,3,0,38.4,300,82.8,94.7,1
1,13,7,3,0,40.8,300,82.7,85.4,1
2,13,7,3,0,41.3,300,81.8,80.2,1
3,13,7,3,0,39.8,300,86.1,82.4,1
4,13,7,3,0,39.7,300,80.2,77.5,1
5,13,7,3,0,37.2,300,81.6,82.9,1
6,13,7,3,0,37.6,385.6,106.5,84.8,1
7,13,7,3,0,35.1,407.9,106.5,100.2,1
8,13,7,3,0,34.6,433.2,98.6,105.3,1
9,13,7,3,0,32.5,513.1,114.5,98.6,1
10,13,7,3,0,32.1,522.5,122.8,114.4,0
11,13,7,3,0,32.3,520.4,123.8,108.3,1
12,13,7,3,0,33.3,697.8,135.2,117.4,0
13,13,7,3,0,31.8,673.0,138.8,138.5,0
14,13,7,3,0,32.4,682.4,134.5,140.4,0
15,13,7,3,0,31.8,679.5,133.5,136.0,0
16,13,7,3,0,29.9,672.2,140.4,137.7,0
17,13,7,3,0,31.3,678.8,142.3,129.9,0
18,13,7,3,0,32.0,672.4,134.9,132.9,0
19,13,7,3,0,35.1,568.3,125.0,139.2,0
20,13,7,3,0,34.0,574.9,125.3,123.0,0
21,13,7,3,0,36.2,586.3,123.0,128.4,0
22,13,7,3,0,38.2,570.2,130.1,128.0,0
23,13,7,3,0,38.3,328.0,97.7,128.1,1
0,14,7,4,0,39.3,300,85.1,105.6,1
1,14,7,4,0,39.8,300,80.5,81.8,1
2,14,7,4,0,36.8,300,83.2,83.2,1
3,14,7,4,0,38.6,300,77.5,80.9,1
4,14,7,4,0,38.5,300,80.4,84.5,1
5,14,7,4,0,36.8,300,81.2,75.1,1
6,14,7,4,0,35.5,415.9,104.9,74.1,1
7,14,7,4,0,35.2,427.8,94.3,98.1,1
8,14,7,4,0,35.1,387.6,103.1,104.2,1
9,14,7,4,0,32.9,490.1,114.5,112.3,0
10,14,7,4,0,32.3,512.3,116.8,113.9,1
11,14,7,4,0,31.7,518.7,119.1,116.9,1
12,14,7,4,0,31.8,670.5,133.4,107.0,0
13,14,7,4,0,30.5,668.4,130.1,132.6,0
14,14,7,4,0,30.3,683.6,132.7,136.6,0
15,14,7,4,0,31.9,650.3,134.1,127.6,0
16,14,7,4,0,31.5,697.7,131.2,129.3,0
17,14,7,4,0,31.8,695.3,134.5,142.4,0
18,14,7,4,0,34.4,695.9,138.2,132.0,0
19,14,7,4,0,32.9,570.3,122.6,136.2,0
20,14,7,4,0,32.6,575.4,121.4,116.1,0
21,14,7,4,0,35.9,594.5,130.1,127.2,1
22,14,7,4,0,40.6,566.2,138.1,135.7,0
23,14,7,4,0,38.2,351.9,92.1,129.2,1
0,15,7,5,0,36.5,300,73.6,89.1,1
1,15,7,5,0,39.0,300,71.7,62.5,0
2,15,7,5,0,39.6,300,76.5,73.8,1
3,15,7,5,0,40.3,300,72.9,72.6,1
4,15,7,5,0,37.9,300,74.9,68.5,1
5,15,7,5,0,38.1,300,66.6,74.2,1
6,15,7,5,0,34.9,359.2,91.0,74.4,1
7,15,7,5,0,37.0,318.2,92.3,96.0,1
8,15,7,5,0,35.5,323.5,97.0,87.0,1
9,15,7,5,0,34.2,429.3,105.3,96.1,0
10,15,7,5,0,32.2,400.4,105.8,106.8,1
11,15,7,5,0,30.7,421.2,100.1,105.0,1
12,15,7,5,0,31.4,538.0,122.6,111.1,0
13,15,7,5,0,30.3,554.0,116.9,104.4,0
14,15,7,5,0,31.0,528.9,118.0,120.7,1
15,15,7,5,0,31.2,545.0,116.7,118.0,1
16,15,7,5,0,29.8,559.3,116.9,115.1,1
17,15,7,5,0,31.8,565.6,113.5,116.4,1
18,15,7,5,0,32.5,555.0,113.2,125.4,1
19,15,7,5,0,35.0,469.6,116.1,127.2,1
20,15,7,5,0,36.2,462.4,115.8,118.2,1
21,15,7,5,0,36.1,491.1,111.5,104.8,1
22,15,7,5,0,36.7,513.7,110.9,121.1,1
23,15,7,5,0,40.1,300,93.4,111.4,1
0,16,7,6,0,37.1,300,63.5,85.6,1
1,16,7,6,0,38.2,300,77.7,74.3,1
2,16,7,6,0,37.7,300,74.6,65.6,1
3,16,7,6,0,38.2,300,69.5,70.2,1
4,16,7,6,0,40.4,300,70.8,72.9,1
5,16,7,6,0,37.4,300,71.4,73.0,1
6,16,7,6,0,37.0,342.7,87.5,61.6,1
7,16,7,6,0,36.5,331.6,99.2,98.6,1
8,16,7,6,0,35.2,318.6,85.1,95.5,1
9,16,7,6,0,34.3,411.9,105.1,95.0,1
10,16,7,6,0,32.2,434.4,103.6,99.3,1
11,16,7,6,0,32.7,436.8,102.4,104.1,1
12,16,7,6,0,30.8,553.2,117.9,105.9,0
13,16,7,6,0,32.2,567.3,120.0,117.3,0
14,16,7,6,0,29.7,580.3,120.6,116.5,0
15,16,7,6,0,31.8,533.2,105.6,118.0,1
16,16,7,6,0,31.6,552.9,125.2,121.1,0
17,16,7,6,0,34.3,541.2,118.5,114.0,1
18,16,7,6,0,33.1,572.4,111.0,125.4,0
19,16,7,6,0,35.1,468.3,102.3,129.3,1
20,16,7,6,0,36.0,439.1,105.9,108.1,0
21,16,7,6,0,36.2,467.1,112.2,120.2,1
22,16,7,6,0,37.9,474.9,113.8,111.1,1
23,16,7,6,0,37.9,304.9,85.4,121.4,1
0,17,7,0,0,37.0,300,67.8,91.9,1
1,17,7,0,0,39.4,300,73.8,80.6,1
2,17,7,0,0,39.5,300,84.9,81.6,1
3,17,7,0,0,38.2,300,75.5,75.8,1
4,17,7,0,0,38.0,300,82.2,82.0,1
5,17,7,0,0,38.2,300,69.7,76.2,1
6,17,7,0,0,37.9,442.0,119.5,78.4,1
7,17,7,0,0,35.7,447.3,98.6,109.8,1
8,17,7,0,0,36.1,418.4,102.2,104.5,1
9,17,7,0,0,37.2,539.1,121.2,101.7,1
10,17,7,0,0,34.8,538.9,126.0,120.2,1
11,17,7,0,0,31.6,507.8,124.2,127.7,0
12,17,7,0,0,30.9,673.3,129.9,116.8,0
13,17,7,0,0,31.9,685.1,135.3,130.4,0
14,17,7,0,0,31.3,669.4,137.5,129.5,0
15,17,7,0,0,30.2,686.4,136.0,129.0,0
16,17,7,0,0,32.4,692.3,131.4,131.1,0
17,17,7,0,0,33.2,661.0,133.7,136.0,0
18,17,7,0,0,33.0,672.9,133.8,135.4,0
19,17,7,0,0,33.0,564.4,119.2,133.6,1
20,17,7,0,0,35.2,579.1,124.8,127.0,0
21,17,7,0,0,34.6,604.5,131.6,128.6,0
22,17,7,0,0,36.7,599.5,128.2,122.8,0
23,17,7,0,0,37.0,326.2,89.7,132.2,1
0,18,7,1,0,37.9,300,74.8,103.7,1
1,18,7,1,0,39.2,300,81.8,80.4,1
2,18,7,1,0,36.9,300,80.2,75.9,1
3,18,7,1,0,36.2,300,74.1,75.2,1
4,18,7,1,0,40.3,300,78.9,84.1,1
5,18,7,1,0,37.2,300,79.6,75.4,1
6,18,7,1,0,37.0,430.0,106.4,74.8,1
7,18,7,1,0,35.2,427.3,110.0,100.9,1
8,18,7,1,0,35.3,397.9,109.9,111.1,1
9,18,7,1,0,31.0,514.0,112.9,98.3,1
10,18,7,1,0,34.5,492.5,113.9,121.8,1
11,18,7,1,0,31.8,526.2,115.3,114.2,0
12,18,7,1,0,31.7,656.1,130.9,112.5,0
13,18,7,1,0,32.1,679.4,125.8,134.3,0
14,18,7,1,0,31.3,658.7,122.7,138.5,0
15,18,7,1,0,30.3,664.8,131.4,127.5,0
16,18,7,1,0,31.2,689.6,133.5,138.1,0
17,18,7,1,0,31.9,689.3,130.5,125.7,0
18,18,7,1,0,32.5,655.4,132.2,140.3,1
19,18,7,1,0,33.1,570.5,127.2,127.2,0
20,18,7,1,0,33.2,579.3,127.0,129.8,0
21,18,7,1,0,35.7,591.6,125.6,125.8,0
22,18,7,1,0,38.7,568.7,130.8,130.1,0
23,18,7,1,0,37.0,327.9,98.2,128.8,1
0,19,7,2,0,38.2,300,79.8,96.0,1
1,19,7,2,0,39.1,306.7,82.1,79.5,1
2,19,7,2,0,38.7,300,75.5,84.8,1
3,19,7,2,0,39.5,300,79.7,83.3,0
4,19,7,2,0,40.2,300,83.1,80.8,1
5,19,7,2,0,39.1,300,81.9,86.6,1
6,19,7,2,0,38.0,429.3,112.9,79.0,1
7,19,7,2,0,37.2,426.8,102.0,96.6,1
8,19,7,2,0,33.4,399.1,102.6,97.1,1
9,19,7,2,0,35.8,498.0,117.7,102.6,1
10,19,7,2,0,32.0,496.5,118.7,126.1,1
11,19,7,2,0,30.0,483.4,108.7,113.7,0
12,19,7,2,0,32.1,709.2,132.8,116.4,0
13,19,7,2,0,29.9,667.9,125.1,138.5,0
14,19,7,2,0,32.5,686.0,136.8,139.5,0
15,19,7,2,0,30.4,680.2,131.8,137.8,0
16,19,7,2,0,30.4,668.5,133.1,130.9,0
17,19,7,2,0,33.5,715.0,141.7,140.9,0
18,19,7,2,0,33.1,693.8,141.5,140.5,0
19,19,7,2,0,33.8,561.5,124.6,141.2,0
20,19,7,2,0,33.7,576.8,119.1,126.5,0
21,19,7,2,0,37.7,569.3,131.8,128.8,0
22,19,7,2,0,36.4,574.6,132.1,125.4,0
23,19,7,2,0,36.3,373.0,100.1,128.7,1
0,20,7,3,0,40.0,300,81.8,92.7,1
1,20,7,3,0,38.1,300,90.3,81.6,1
2,20,7,3,0,39.8,300,82.5,74.2,1
3,20,7,3,0,36.5,300,75.8,82.2,1
4,20,7,3,0,38.7,300,80.8,81.2,1
5,20,7,3,0,37.1,300,78.9,74.8,1
6,20,7,3,0,34.8,424.2,97.2,77.1,1
7,20,7,3,0,36.0,421.8,98.8,106.9,1
8,20,7,3,0,33.9,413.7,95.7,102.8,1
9,20,7,3,0,33.3,501.1,112.0,105.6,1
10,20,7,3,0,33.2,498.0,110.5,120.8,1
11,20,7,3,0,32.0,510.5,117.0,116.9,1
12,20,7,3,0,30.6,673.7,124.6,113.8,0
13,20,7,3,0,31.1,700.2,129.6,140.1,0
14,20,7,3,0,33.5,681.1,136.7,145.2,1
15,20,7,3,0,32.3,675.3,131.2,127.1,0
16,20,7,3,0,32.2,660.1,130.0,136.8,0
17,20,7,3,0,34.0,709.0,137.1,134.7,0
18,20,7,3,0,33.9,691.5,130.8,137.3,0
19,20,7,3,0,34.8,546.0,125.6,137.2,0
20,20,7,3,0,38.2,597.9,127.6,125.6,0
21,20,7,3,0,35.5,581.6,130.2,126.0,0
22,20,7,3,0,36.5,607.3,136.2,117.3,0
23,20,7,3,0,38.8,368.1,101.2,132.9,1
0,21,7,4,0,39.9,300,85.2,100.1,1
1,21,7,4,0,39.1,300,80.4,78.6,1
2,21,7,4,0,39.1,300,81.6,74.7,1
3,21,7,4,0,38.6,300,78.0,73.9,1
4,21,7,4,0,38.5,300,83.6,71.3,1
5,21,7,4,0,37.9,300,77.1,74.4,1
6,21,7,4,0,36.5,401.8,108.2,86.2,0
7,21,7,4,0,38.0,410.6,113.7,114.7,1
8,21,7,4,0,36.0,399.0,110.7,109.3,1
